t,h10,h18
3138,92580.97666666667,101287.05666666667
3139,92663.43666666668,101296.15666666668
3140,92672.98666666668,101342.48666666668
3141,92681.19666666667,101326.26666666668
3142,92674.51666666668,101261.39666666667
3143,92566.06666666667,101258.48666666668
3144,92554.07666666668,101208.73666666668
3145,92569.19666666667,101227.59666666666
3146,92666.14666666667,101304.76666666668
3147,92537.84666666666,101335.49666666667
3148,92475.97666666667,101286.37666666668
3149,92444.53666666667,101288.01666666668
3150,92501.50666666667,101353.97666666667
3151,92558.19666666667,101357.43666666668
3152,92566.67666666667,101299.12666666668
3153,92522.67666666667,101278.17666666667
3154,92430.40666666668,101258.39666666667
3155,92422.59666666666,101245.39666666667
3156,92403.48666666668,101283.86666666667
3157,92421.08666666667,101243.39666666667
3158,92341.43666666668,101239.08666666667
3159,92381.00666666667,101182.49666666667
3160,92387.80666666667,101226.94666666667
3161,92414.54666666668,101240.59666666666
3162,92402.03666666667,101255.34666666666
3163,92354.63666666667,101318.29666666668
3164,92419.93666666668,101342.81666666667
3165,92369.72666666667,101317.24666666667
3166,92425.77666666667,101318.01666666668
3167,92398.84666666666,101347.71666666667
3168,92377.41666666667,101427.08666666667
3169,92319.86666666667,101391.35666666667
3170,92274.75666666667,101426.55666666667
3171,92364.94666666667,101467.57666666668
3172,92324.03666666667,101592.78666666667
3173,92299.02666666667,101598.66666666667
3174,92396.95666666667,101590.17666666667
3175,92472.88666666667,101569.32666666668
3176,92484.03666666667,101565.13666666667
3177,92443.38666666667,101522.85666666667
3178,92418.97666666667,101491.32666666668
3179,92367.01666666668,101488.07666666668
3180,92310.91666666667,101472.48666666668
3181,92329.74666666667,101495.36666666667
3182,92338.98666666668,101595.68666666668
3183,92430.68666666668,101624.76666666668
3184,92550.85666666667,101615.35666666667
3185,92613.86666666667,101632.53666666667
3186,92596.54666666668,101631.66666666667
3187,92584.46666666667,101605.01666666668
3188,92501.50666666667,101591.56666666667
3189,92461.48666666668,101590.84666666666
3190,92511.53666666667,101585.42666666667
3191,92587.10666666667,101588.97666666667
3192,92581.46666666667,101588.06666666667
3193,92538.22666666667,101531.51666666668
3194,92469.20666666667,101556.82666666668
3195,92544.96666666667,101502.71666666667
3196,92671.38666666667,101592.18666666668
3197,92641.89666666667,101556.92666666667
3198,92627.60666666667,101559.66666666667
3199,92614.38666666667,101560.69666666667
3200,92666.47666666667,101564.96666666667
3201,92626.26666666668,101594.44666666667
3202,92560.06666666667,101591.94666666667
3203,92653.81666666667,101612.86666666667
3204,92614.10666666667,101663.15666666668
3205,92594.76666666668,101569.31666666667
3206,92492.96666666667,101578.77666666667
3207,92449.15666666668,101605.75666666667
3208,92448.24666666667,101688.08666666667
3209,92472.56666666667,101654.17666666667
3210,92518.36666666667,101637.26666666668
3211,92490.47666666667,101575.58666666667
3212,92487.98666666668,101711.33666666667
3213,92427.04666666668,101638.12666666668
3214,92426.79666666668,101567.40666666668
3215,92499.12666666668,101614.19666666667
3216,92398.27666666667,101569.03666666667
3217,92420.80666666667,101585.25666666667
3218,92485.69666666667,101546.15666666668
3219,92501.29666666668,101611.23666666668
3220,92401.84666666666,101495.88666666667
3221,92338.21666666667,101495.50666666667
3222,92338.21666666667,101600.17666666667
3223,92328.27666666667,101624.69666666667
3224,92323.74666666667,101665.30666666667
3225,92366.22666666667,101667.84666666666
3226,92396.23666666668,101746.51666666668
3227,92467.22666666667,101842.29666666668
3228,92384.46666666667,101857.34666666666
3229,92364.88666666667,101724.62666666668
3230,92418.41666666667,101735.99666666667
3231,92525.53666666667,101761.43666666668
3232,92735.40666666668,101768.26666666668
3233,92753.92666666667,101771.70666666667
3234,92804.89666666667,101820.69666666667
3235,92845.67666666667,101966.44666666667
3236,92841.60666666667,102065.17666666667
3237,92831.21666666667,102129.50666666667
3238,92855.05666666667,102235.76666666668
3239,92848.42666666667,102269.27666666667
3240,92810.77666666667,102311.05666666667
3241,92844.55666666667,102337.86666666667
3242,92858.71666666667,102354.02666666667
3243,92805.03666666667,102298.95666666667
3244,92825.41666666667,102215.52666666667
3245,92836.94666666667,102094.33666666667
3246,92814.03666666667,102030.08666666667
3247,92836.44666666667,101931.76666666668
3248,92684.88666666667,101726.17666666667
3249,92573.92666666667,101580.03666666667
3250,92520.72666666667,101378.06666666667
3251,92519.26666666668,101223.99666666667
3252,92466.90666666668,101193.02666666667
3253,92456.10666666667,101280.80666666667
3254,92543.46666666667,101337.46666666667
3255,92503.91666666667,101375.93666666668
3256,92547.74666666667,101275.39666666667
3257,92501.41666666667,101245.99666666667
3258,92489.21666666667,101248.75666666667
3259,92530.05666666667,101221.22666666667
3260,92528.48666666668,101155.62666666668
3261,92508.09666666666,101128.55666666667
3262,92475.00666666667,101147.97666666667
3263,92486.01666666668,101151.93666666668
3264,92517.41666666667,101199.93666666668
3265,92558.78666666667,101078.65666666668
3266,92595.97666666667,101116.46666666667
3267,92593.75666666667,101096.99666666667
3268,92562.15666666668,101176.58666666667
3269,92586.83666666667,101201.26666666668
3270,92570.62666666668,101240.41666666667
3271,92561.77666666667,101214.92666666667
3272,92549.46666666667,101274.33666666667
3273,92531.31666666667,101260.02666666667
3274,92516.39666666667,101300.13666666667
3275,92515.73666666668,101417.73666666668
3276,92566.89666666667,101512.54666666668
3277,92576.65666666668,101487.41666666667
3278,92563.36666666667,101392.63666666667
3279,92622.39666666667,101225.07666666668
3280,92669.35666666667,101213.47666666667
3281,92596.30666666667,101373.13666666667
3282,92670.23666666668,101499.53666666667
3283,92631.67666666667,101513.32666666668
3284,92597.11666666667,101464.09666666666
3285,92503.64666666667,101410.52666666667
3286,92493.53666666667,101378.87666666668
3287,92432.33666666667,101417.68666666668
3288,92457.77666666667,101389.05666666667
3289,92510.86666666667,101351.45666666667
3290,92579.11666666667,101307.53666666667
3291,92535.64666666667,101281.05666666667
3292,92453.83666666667,101274.11666666667
3293,92454.93666666668,101169.29666666668
3294,92419.42666666667,101268.18666666668
3295,92482.23666666668,101365.28666666667
3296,92523.94666666667,101387.77666666667
3297,92531.13666666667,101372.16666666667
3298,92522.19666666667,101358.02666666667
3299,92485.54666666668,101305.01666666668
3300,92969.75666666667,101203.61833333333
3301,92921.38666666667,101179.16833333333
3302,92861.48666666668,101131.99833333332
3303,92829.63666666667,101195.90833333333
3304,92942.04666666668,101185.52833333334
3305,92930.59666666666,101199.84833333333
3306,93018.92666666667,101258.80833333333
3307,93047.51666666668,101219.60833333332
3308,93059.93666666668,101120.83833333333
3309,93037.42666666667,101011.28833333333
3310,93058.13666666667,101020.43833333332
3311,92950.77666666667,101084.64833333333
3312,92917.07666666668,101144.21833333332
3313,92924.37666666668,101198.27833333334
3314,92917.17666666667,101192.42833333333
3315,92937.07666666668,101139.96833333332
3316,93071.49666666667,101158.51833333333
3317,93157.52666666667,101145.45833333333
3318,93178.39666666667,101188.68833333332
3319,93098.04666666668,101164.20833333333
3320,92970.32666666668,101109.13833333332
3321,92955.88666666667,101195.49833333332
3322,92996.15666666668,101195.79833333332
3323,93071.70666666667,101262.74833333332
3324,93089.71666666667,101257.59833333333
3325,93007.80666666667,101161.82833333332
3326,92989.10666666667,101121.16833333333
3327,92901.91666666667,101097.91833333333
3328,93023.95666666667,101161.33833333333
3329,93113.92666666667,101171.99833333332
3330,93124.18666666668,101125.91833333333
3331,93097.82666666668,101065.33833333333
3332,93028.43666666668,101115.40833333333
3333,93057.61666666667,101074.59833333333
3334,93133.47666666667,101116.20833333333
3335,93143.01666666668,101085.80833333333
3336,93018.93666666668,101029.91833333333
3337,93013.59666666666,100943.52833333334
3338,93054.63666666667,100957.22833333333
3339,93067.23666666668,100966.08833333333
3340,93013.22666666667,100975.85833333332
3341,92967.43666666668,100983.98833333333
3342,93034.37666666668,100904.92833333333
3343,92986.67666666667,100805.05833333333
3344,92942.33666666667,100683.07833333332
3345,92873.57666666668,100565.50833333333
3346,92851.67666666667,100377.86833333333
3347,92891.12666666668,100326.16833333333
3348,92873.23666666668,100244.25833333333
3349,92952.29666666668,100212.43833333332
3350,92917.51666666668,100329.21833333332
3351,92901.47666666667,100359.21833333332
3352,92909.54666666668,100431.00833333333
3353,92929.89666666667,100452.09833333333
3354,92830.34666666666,100452.01833333333
3355,92800.82666666668,100509.80833333333
3356,92801.83666666667,100518.84833333333
3357,92769.40666666668,100596.00833333333
3358,92928.67666666667,100651.67833333333
3359,92903.24666666667,100743.37833333333
3360,92863.40666666668,100800.69833333333
3361,92895.37666666668,100826.94833333333
3362,92988.57666666668,100853.00833333333
3363,93062.08666666667,100830.22833333333
3364,92984.96666666667,100822.18833333332
3365,93064.33666666667,100883.41833333333
3366,93066.56666666667,100851.95833333333
3367,93143.18666666668,100936.11833333333
3368,93162.66666666667,100986.47833333333
3369,93118.36666666667,101045.57833333332
3370,93159.12666666668,101113.45833333333
3371,93182.73666666668,101207.97833333333
3372,93257.81666666667,101235.16833333333
3373,93305.51666666668,101255.20833333333
3374,93318.11666666667,101286.63833333332
3375,93403.14666666667,101268.86833333333
3376,93556.80666666667,101213.53833333333
3377,93606.55666666667,101259.57833333332
3378,93572.88666666667,101255.76833333333
3379,93562.53666666667,101187.35833333332
3380,93565.06666666667,101162.39833333333
3381,93562.71666666667,101204.18833333332
3382,93583.54666666668,101339.23833333333
3383,93596.24666666667,101349.72833333333
3384,93565.00666666667,101348.83833333333
3385,93570.89666666667,101311.77833333334
3386,93567.69666666667,101277.25833333333
3387,93494.21666666667,101287.86833333333
3388,93414.08666666667,101335.13833333332
3389,93327.19666666667,101387.28833333333
3390,93170.66666666667,101423.20833333333
3391,93102.46666666667,101440.56833333333
3392,93109.50666666667,101410.92833333333
3393,93139.72666666667,101413.91833333333
3394,93057.85666666667,101422.92833333333
3395,93017.29666666668,101598.07833333332
3396,92988.23666666668,101685.47833333333
3397,92970.98666666668,101688.92833333333
3398,93042.63666666667,101744.37833333333
3399,93063.13666666667,101757.72833333333
3400,92992.52666666667,101775.00833333333
3401,92975.78666666667,101792.52833333334
3402,92968.77666666667,101726.85833333332
3403,92977.37666666668,101554.33833333333
3404,93004.53666666667,101512.52833333334
3405,93029.33666666667,101451.22833333333
3406,93008.91666666667,101339.32833333332
3407,93038.33666666667,101370.93833333332
3408,93032.90666666668,101357.94833333333
3409,93105.25666666667,101356.51833333333
3410,93058.12666666668,101336.05833333333
3411,93045.40666666668,101343.85833333332
3412,93080.08666666667,101371.16833333333
3413,93174.04666666668,101348.95833333333
3414,93249.41666666667,101375.10833333332
3415,93206.80666666667,101356.60833333332
3416,93124.21666666667,101344.25833333333
3417,92979.07666666668,101369.69833333333
3418,92995.54666666668,101316.75833333333
3419,92962.20666666667,101331.37833333333
3420,92909.73666666668,101361.08833333333
3421,92929.00666666667,101372.98833333333
3422,92979.97666666667,101362.48833333333
3423,93003.71666666667,101334.77833333334
3424,92926.65666666668,101327.93833333332
3425,93068.26666666668,101339.62833333333
3426,93082.48666666668,101345.04833333332
3427,93096.74666666667,101374.57833333332
3428,93019.05666666667,101389.47833333333
3429,93094.16666666667,101332.20833333333
3430,93100.47666666667,101297.75833333333
3431,93120.84666666666,101322.98833333333
3432,93057.81666666667,101316.41833333333
3433,93032.93666666668,101300.90833333333
3434,93036.79666666668,101348.37833333333
3435,93011.22666666667,101357.98833333333
3436,93049.59666666666,101469.12833333333
3437,93009.93666666668,101431.96833333332
3438,92966.59666666666,101370.89833333333
3439,93022.52666666667,101422.25833333333
3440,93049.22666666667,101386.29833333332
3441,93034.46666666667,101412.88833333332
3442,93138.79666666668,101379.38833333332
3443,93139.29666666668,101363.12833333333
3444,93009.48666666668,101369.77833333334
3445,92897.89666666667,101382.88833333332
3446,92758.92666666667,101400.13833333332
3447,92769.92666666667,101419.69833333333
3448,92790.21666666667,101415.56833333333
3449,92784.42666666667,101461.76833333333
3450,92857.64666666667,101391.71833333332
3451,92955.32666666668,101353.04833333332
3452,93086.08666666667,101305.09833333333
3453,93129.90666666668,101385.70833333333
3454,93100.34666666666,101478.98833333333
3455,93045.59666666666,101625.07833333332
3456,93069.43666666668,101688.29833333332
3457,93129.35666666667,101624.47833333333
3458,93188.55666666667,101519.89833333333
3459,93196.70666666667,101417.66833333333
3460,93151.63666666667,101245.83833333333
3461,93107.59666666666,101252.31833333333
3462,93091.95666666667,101186.93833333332
3463,93099.24666666667,101211.39833333333
3464,93219.64666666667,101195.88833333332
3465,93264.62666666668,101202.08833333333
3466,93177.89666666667,101160.42833333333
3467,93210.49666666667,101172.50833333333
3468,93170.39666666667,101105.97833333333
3469,93200.70666666667,101111.96833333332
3470,93282.84666666666,101109.60833333332
3471,93339.32666666668,101124.41833333333
3472,93314.86666666667,101153.53833333333
3473,93325.65666666668,101158.13833333332
3474,93280.03666666667,101203.71833333332
3475,93215.84666666666,101157.64833333333
3476,93130.85666666667,101199.50833333333
3477,93102.13666666667,101180.71833333332
3478,93169.62666666668,101168.24833333332
3479,93214.07666666668,101188.55833333333
3480,93197.48666666668,101198.97833333333
3481,93146.93666666668,101159.63833333332
3482,93061.85666666667,101125.28833333333
3483,93055.71666666667,101120.13833333332
3484,93147.54666666668,101148.93833333332
3485,93240.81666666667,101178.00833333333
3486,93287.82666666668,101157.00833333333
3487,93221.91666666667,101246.72833333333
3488,93230.21666666667,101251.89833333333
3489,93201.50666666667,101200.05833333333
3490,93221.26666666668,101134.51833333333
3491,93145.73666666668,101166.61833333333
3492,93126.27666666667,101167.59833333333
3493,93123.00666666667,101115.56833333333
3494,93172.48666666668,101132.41833333333
3495,93170.01666666668,101148.47833333333
3496,93170.18666666668,101204.89833333333
3497,93235.69666666667,101272.56833333333
3498,93273.39666666667,101265.53833333333
3499,93216.47666666667,101203.27833333334
3500,93234.53666666667,101143.69833333333
3501,93209.17666666667,101172.63833333332
3502,93194.18666666668,101210.55833333333
3503,93118.48666666668,101158.08833333333
3504,93027.99666666667,101216.00833333333
3505,93017.40666666668,101116.44833333333
3506,93037.91666666667,101137.52833333334
3507,93088.12666666668,101202.44833333333
3508,93126.90666666668,101285.05833333333
3509,93163.34666666666,101220.67833333333
3510,93199.18666666668,101150.24833333332
3511,93210.31666666667,101179.91833333333
3512,93137.78666666667,101185.55833333333
3513,93117.63666666667,101183.20833333333
3514,93158.13666666667,101236.93833333332
3515,93209.28666666667,101257.31833333333
3516,93129.35666666667,101247.15833333333
3517,93047.73666666668,101336.84833333333
3518,92986.19666666667,101351.30833333333
3519,93110.28666666667,101347.17833333333
3520,93105.80666666667,101319.64833333333
3521,93055.65666666668,101205.75833333333
3522,93054.52666666667,101224.96833333332
3523,93184.35666666667,101320.38833333332
3524,93189.80666666667,101291.69833333333
3525,93123.61666666667,101289.17833333333
3526,93120.37666666668,101321.34833333333
3527,93106.69666666667,101331.95833333333
3528,93117.93666666668,101281.34833333333
3529,93015.59666666666,101263.03833333333
3530,93081.65666666668,101380.80833333333
3531,93143.43666666668,101377.03833333333
3532,93150.83666666667,101348.43833333332
3533,93226.66666666667,101393.40833333333
3534,93221.05666666667,101410.62833333333
3535,93123.47666666667,101373.53833333333
3536,92978.54666666668,101341.88833333332
3537,93035.84666666666,101226.07833333332
3538,93112.61666666667,101249.82833333332
3539,93156.94666666667,101219.01833333333
3540,93194.24666666667,101204.34833333333
3541,93141.22666666667,101172.98833333333
3542,93150.33666666667,101199.22833333333
3543,93143.77666666667,101264.51833333333
3544,93107.24666666667,101427.46833333332
3545,93114.50666666667,101455.97833333333
3546,93104.65666666668,101437.80833333333
3547,93106.77666666667,101446.11833333333
3548,93142.77666666667,101358.17833333333
3549,93043.78666666667,101235.39833333333
3550,93039.61666666667,101252.26833333333
3551,93038.46666666667,101271.90833333333
3552,93100.97666666667,101258.19833333333
3553,93094.18666666668,101278.33833333333
3554,93175.97666666667,101289.46833333332
3555,93261.50666666667,101288.73833333333
3556,93271.08666666667,101291.21833333332
3557,93182.94666666667,101215.15833333333
3558,93153.13666666667,101181.02833333334
3559,93188.36666666667,101288.54833333332
3560,93209.34666666666,101319.32833333332
3561,93186.43666666668,101336.44833333333
3562,93214.58666666667,101275.21833333332
3563,93215.77666666667,101294.46833333332
3564,93204.74666666667,101273.64833333333
3565,93197.93666666668,101227.23833333333
3566,93193.24666666667,101193.16833333333
3567,93190.94666666667,101275.14833333333
3568,93121.62666666668,101232.62833333333
3569,93115.97666666667,101210.41833333333
3570,93117.02666666667,101218.93833333332
3571,93024.11666666667,101251.91833333333
3572,93078.19666666667,101314.42833333333
3573,93134.96666666667,101265.97833333333
3574,93100.61666666667,101363.12833333333
3575,93072.79666666668,101350.23833333333
3576,93015.23666666668,101240.09833333333
3577,93019.19666666667,101207.52833333334
3578,93127.82666666668,101159.12833333333
3579,93233.87666666668,101110.05833333333
3580,93240.05666666667,101084.11833333333
3581,93180.86666666667,101096.72833333333
3582,93200.15666666668,101102.71833333332
3583,93173.84666666666,101079.61833333333
3584,93197.77666666667,101141.36833333333
3585,93207.42666666667,101130.38833333332
3586,93272.89666666667,101050.88833333332
3587,93277.44666666667,101026.31833333333
3588,93337.28666666667,101092.75833333333
3589,93292.68666666668,101147.99833333332
3590,93329.15666666668,101115.47833333333
3591,93241.72666666667,101106.00833333333
3592,93161.78666666667,101101.88833333332
3593,93153.35666666667,101147.70833333333
3594,93013.81666666667,101178.95833333333
3595,93005.99666666667,101223.67833333333
3596,93009.31666666667,101206.77833333334
3597,93095.11666666667,101264.40833333333
3598,93192.81666666667,101304.15833333333
3599,93240.19666666667,101331.61833333333
